"","cod","year","muni.x","uf","voto","reg","metro","population","gdppc","real_gdp","homicide","metro.NA","muni.y"
"6770",2805505,2014,"poco verde","SE",71.1,"Nordeste",NA,22287,6303.2,167229.26,49.35612689,0,"Poco Verde"
"6771",2805505,2018,"poco verde","SE",82.43,"Nordeste",NA,23580,9822.93,208707.62,67.85411366,0,"Poco Verde"
"6772",2805604,2006,"porto da folha","SE",55.978,"Nordeste",NA,26787,2612.64792623287,151316.73,14.93261657,0,"Porto da Folha"
"6773",2805604,2010,"porto da folha","SE",55.651,"Nordeste",NA,27311,4610.96261579583,204090.68,32.9537549,0,"Porto da Folha"
"6774",2805604,2014,"porto da folha","SE",77.07,"Nordeste",NA,27370,6456.92,210378.48,18.26817684,0,"Porto da Folha"
"6775",2805604,2018,"porto da folha","SE",81.1,"Nordeste",NA,28615,8818.18,227365.83,17.47335314,0,"Porto da Folha"
"6776",2805703,2006,"propria","SE",54.806,"Nordeste",NA,28562,5688.78229815839,351309.5,42.01386458,0,"Propria"
"6777",2805703,2010,"propria","SE",49.354,"Nordeste",NA,28437,8019.30583394873,369585.16,49.23163484,0,"Propria"
"6778",2805703,2014,"propria","SE",64.76,"Nordeste",NA,28612,11736.34,399743.64,62.91066685,0,"Propria"
"6779",2805703,2018,"propria","SE",66.45,"Nordeste",NA,29745,14321.19,383836.4,80.68582955,0,"Propria"
"6780",2805802,2006,"riachao do dantas","SE",74.993,"Nordeste",NA,20336,2906.47128245476,127794.9,29.5043273,0,"Riachao do Dantas"
"6781",2805802,2010,"riachao do dantas","SE",72.892,"Nordeste",NA,19567,4990.13645423417,158245.23,0,0,"Riachao do Dantas"
"6782",2805802,2014,"riachao do dantas","SE",77.08,"Nordeste",NA,19414,6439.57,148824.15,36.05645411,0,"Riachao do Dantas"
"6783",2805802,2018,"riachao do dantas","SE",83.36,"Nordeste",NA,19995,10476.78,188756.39,25.00625156,0,"Riachao do Dantas"
"6784",2805901,2006,"riachuelo","SE",52.351,"Nordeste",NA,8740,8946.10983981693,169054.85,22.88329519,0,"Riachuelo"
"6785",2805901,2010,"riachuelo","SE",58.784,"Nordeste",NA,9369,11801.1527377522,179189.12,21.34699541,0,"Riachuelo"
"6786",2805901,2014,"riachuelo","SE",74.91,"Nordeste",NA,9509,17563.46,198813.53,42.06541172,0,"Riachuelo"
"6787",2805901,2018,"riachuelo","SE",78.28,"Nordeste",NA,10116,15703.9,143143.02,108.7386319,0,"Riachuelo"
"6788",2806008,2006,"ribeiropolis","SE",59.548,"Nordeste",NA,16161,3494.15258956748,122093.37,6.187735907,0,"Ribeirópolis"
"6789",2806008,2010,"ribeiropolis","SE",52.277,"Nordeste",NA,16137,5459.44103612815,142779.2,30.98469356,0,"Ribeirópolis"
"6790",2806008,2014,"ribeiropolis","SE",56.22,"Nordeste",NA,17435,9047.12,187773.56,34.41353599,0,"Ribeirópolis"
"6791",2806008,2018,"ribeiropolis","SE",67.33,"Nordeste",NA,18503,14805.27,246837.7,64.85434794,0,"Ribeirópolis"
"6792",2806107,2006,"rosario do catete","SE",52.76,"Nordeste",NA,7853,20057.302941551,340557.23,38.20196103,0,"Rosario do Catete"
"6793",2806107,2010,"rosario do catete","SE",55.578,"Nordeste",NA,8799,78503.9209001023,1119485.92,34.0947835,0,"Rosario do Catete"
"6794",2806107,2014,"rosario do catete","SE",74.98,"Nordeste",NA,9541,61673.24,700472.76,31.44324494,0,"Rosario do Catete"
"6795",2806107,2018,"rosario do catete","SE",77.86,"Nordeste",NA,10533,50536.55,479634.22,66.4577993,0,"Rosario do Catete"
"6796",2806206,2006,"salgado","SE",70.091,"Nordeste",NA,19984,3189.8518815052,137827.19,10.00800641,0,"Salgado"
"6797",2806206,2010,"salgado","SE",63.953,"Nordeste",NA,19095,4820.05760670333,149164.63,10.47394606,0,"Salgado"
"6798",2806206,2014,"salgado","SE",76.9,"Nordeste",NA,19439,6701.13,155067.91,25.72148773,0,"Salgado"
"6799",2806206,2018,"salgado","SE",80.37,"Nordeste",NA,20126,9362.65,169789.11,44.71827487,0,"Salgado"
"6800",2806305,2006,"santa luzia do itanhy","SE",72.708,"Nordeste",NA,14503,3245.88016272495,101782.31,20.68537544,0,"Santa Luzia do Itanhy"
"6801",2806305,2010,"santa luzia do itanhy","SE",59.589,"Nordeste",NA,13430,8014.96649292628,174450.29,22.33804914,0,"Santa Luzia do Itanhy"
"6802",2806305,2014,"santa luzia do itanhy","SE",79.83,"Nordeste",NA,14081,9619.83,161250.97,7.10176834,0,"Santa Luzia do Itanhy"
"6803",2806305,2018,"santa luzia do itanhy","SE",83.68,"Nordeste",NA,13936,12374.15,155383.89,28.70264064,0,"Santa Luzia do Itanhy"
"6804",2806404,2006,"santana do sao francisco","SE",69.469,"Nordeste",NA,6289,3048.97439974559,41458.86,0,0,"Santana do Sao Francisco"
"6805",2806404,2010,"santana do sao francisco","SE",59.124,"Nordeste",NA,6799,5223.41520811884,57556.39,14.7080453,0,"Santana do Sao Francisco"
"6806",2806404,2014,"santana do sao francisco","SE",76.53,"Nordeste",NA,7175,6159.31,52608.31,13.93728223,0,"Santana do Sao Francisco"
"6807",2806404,2018,"santana do sao francisco","SE",76.84,"Nordeste",NA,7680,8181.64,56618,52.08333333,0,"Santana do Sao Francisco"
"6808",2806503,2006,"santa rosa de lima","SE",50.086,"Nordeste",NA,3714,4190.89929994615,33653.57,0,0,"Santa Rosa de Lima"
"6809",2806503,2010,"santa rosa de lima","SE",57.414,"Nordeste",NA,3962,6349.31852599697,40769.52,0,0,"Santa Rosa de Lima"
"6810",2806503,2014,"santa rosa de lima","SE",76.21,"Nordeste",NA,3773,8653.43,38866.08,53.00821627,0,"Santa Rosa de Lima"
"6811",2806503,2018,"santa rosa de lima","SE",76.11,"Nordeste",NA,3926,11612.57,41080.15,101.8848701,0,"Santa Rosa de Lima"
"6812",2806602,2006,"santo amaro das brotas","SE",71.641,"Nordeste",NA,10694,4589.95698522536,106128.19,0,0,"Santo Amaro das Brotas"
"6813",2806602,2010,"santo amaro das brotas","SE",76.412,"Nordeste",NA,12013,6013.06917506035,117068.93,41.62157663,0,"Santo Amaro das Brotas"
"6814",2806602,2014,"santo amaro das brotas","SE",82.35,"Nordeste",NA,11522,10565.75,144920.76,43.39524388,0,"Santo Amaro das Brotas"
"6815",2806602,2018,"santo amaro das brotas","SE",86.59,"Nordeste",NA,12086,8992.64,97931.52,107.562469,0,"Santo Amaro das Brotas"
"6816",2806701,2006,"sao cristovao","SE",56.982,"Nordeste","RM Aracaju",73415,3386.48777497787,537546.81,31.32874753,1,"Sao Cristóvao"
"6817",2806701,2010,"sao cristovao","SE",50.393,"Nordeste","RM Aracaju",74189,5582.2561296149,671186.55,43.13307903,1,"Sao Cristóvao"
"6818",2806701,2014,"sao cristovao","SE",70.17,"Nordeste","RM Aracaju",81011,8868.34,855238.3,50.61041093,1,"Sao Cristóvao"
"6819",2806701,2018,"sao cristovao","SE",63.96,"Nordeste","RM Aracaju",88118,10172.46,807687,114.6190336,1,"Sao Cristóvao"
"6820",2806800,2006,"sao domingos","SE",50.512,"Nordeste",NA,10034,3961.53079529599,85944.7,0,0,"Sao Domingos"
"6821",2806800,2010,"sao domingos","SE",52.35,"Nordeste",NA,10443,5404.28995499378,91465.62,9.575792397,0,"Sao Domingos"
"6822",2806800,2014,"sao domingos","SE",61.71,"Nordeste",NA,10424,7546.13,93639.77,38.37298542,0,"Sao Domingos"
"6823",2806800,2018,"sao domingos","SE",64.43,"Nordeste",NA,11053,9067.26,90304.06,63.33122229,0,"Sao Domingos"
"6824",2806909,2006,"sao francisco","SE",48.965,"Nordeste",NA,2691,3356.37309550353,19528.37,0,0,"Sao Francisco"
"6825",2806909,2010,"sao francisco","SE",64.458,"Nordeste",NA,2965,4992.24283305228,23989.12,33.72681282,0,"Sao Francisco"
"6826",2806909,2014,"sao francisco","SE",74.12,"Nordeste",NA,3524,6711.27,28154.67,0,0,"Sao Francisco"
"6827",2806909,2018,"sao francisco","SE",80.65,"Nordeste",NA,3916,9054.03,31947.92,25.53626149,0,"Sao Francisco"
"6828",2807006,2006,"sao miguel do aleixo","SE",66.202,"Nordeste",NA,3609,3119.42366306456,24341.27,0,0,"Sao Miguel do Aleixo"
"6829",2807006,2010,"sao miguel do aleixo","SE",52.709,"Nordeste",NA,3782,6246.95928080381,38289.89,0,0,"Sao Miguel do Aleixo"
"6830",2807006,2014,"sao miguel do aleixo","SE",63.42,"Nordeste",NA,3736,7104.84,31598.56,0,0,"Sao Miguel do Aleixo"
"6831",2807006,2018,"sao miguel do aleixo","SE",80.16,"Nordeste",NA,3923,9832.69,34757.42,25.4906959,0,"Sao Miguel do Aleixo"
"6832",2807105,2006,"simao dias","SE",75.095,"Nordeste",NA,39182,3387.67801541524,286992.6,15.313154,0,"Simao Dias"
"6833",2807105,2010,"simao dias","SE",59.248,"Nordeste",NA,38232,6211.73362628165,384887.5,26.1560996,0,"Simao Dias"
"6834",2807105,2014,"simao dias","SE",71.62,"Nordeste",NA,38988,11111.48,515707.39,25.64891762,0,"Simao Dias"
"6835",2807105,2018,"simao dias","SE",79.34,"Nordeste",NA,40684,11848.25,434340.72,24.57968735,0,"Simao Dias"
"6836",2807204,2006,"siriri","SE",52.895,"Nordeste",NA,7231,10384.5941086987,162356.57,27.65869174,0,"Siriri"
"6837",2807204,2010,"siriri","SE",51.737,"Nordeste",NA,7856,19560.2087576375,249039.9,12.72912424,0,"Siriri"
"6838",2807204,2014,"siriri","SE",73.6,"Nordeste",NA,8169,25559.69,248556.5,24.48280083,0,"Siriri"
"6839",2807204,2018,"siriri","SE",76.48,"Nordeste",NA,8765,11753.58,92827.02,45.63605248,0,"Siriri"
"6840",2807303,2006,"telha","SE",54.094,"Nordeste",NA,2860,3744.05594405594,23152.1,0,0,"Telha"
"6841",2807303,2010,"telha","SE",53.183,"Nordeste",NA,2940,5850.68027210884,27877.1,0,0,"Telha"
"6842",2807303,2014,"telha","SE",57.76,"Nordeste",NA,3006,7345.05,26283.32,0,0,"Telha"
"6843",2807303,2018,"telha","SE",70.32,"Nordeste",NA,3196,9866.85,28413.97,62.57822278,0,"Telha"
"6844",2807402,2006,"tobias barreto","SE",81.748,"Nordeste",NA,46043,2923.7886323654,291066.05,19.54694525,0,"Tobias Barreto"
"6845",2807402,2010,"tobias barreto","SE",69.543,"Nordeste",NA,48733,4566.41290296103,360655.28,36.93595715,0,"Tobias Barreto"
"6846",2807402,2014,"tobias barreto","SE",73.97,"Nordeste",NA,48776,7007.3,406871.89,61.50565852,0,"Tobias Barreto"
"6847",2807402,2018,"tobias barreto","SE",75.62,"Nordeste",NA,51770,9688.16,451931.18,54.08537763,0,"Tobias Barreto"
"6848",2807501,2006,"tomar do geru","SE",69.124,"Nordeste",NA,13641,2653.54446154974,78262.65,0,0,"Tomar do Geru"
"6849",2807501,2010,"tomar do geru","SE",64.896,"Nordeste",NA,13252,4511.54542710534,96894.86,30.18412315,0,"Tomar do Geru"
"6850",2807501,2014,"tomar do geru","SE",67.92,"Nordeste",NA,12858,6714.49,102775.07,38.88629647,0,"Tomar do Geru"
"6851",2807501,2018,"tomar do geru","SE",75.93,"Nordeste",NA,13204,8935.41,106309.56,30.29385035,0,"Tomar do Geru"
"6852",2807600,2006,"umbauba","SE",75.368,"Nordeste",NA,21391,3435.69725585527,158901.48,18.69945304,0,"Umbaúba"
"6853",2807600,2010,"umbauba","SE",58.726,"Nordeste",NA,21195,5830.62042934654,200282.11,14.15428167,0,"Umbaúba"
"6854",2807600,2014,"umbauba","SE",64.28,"Nordeste",NA,23223,8230.24,227526.51,47.3668346,0,"Umbaúba"
"6855",2807600,2018,"umbauba","SE",74.16,"Nordeste",NA,24832,12389.41,277214.18,60.40592784,0,"Umbaúba"
"6856",2900108,2006,"abaira","BA",69.648,"Nordeste",NA,9228,1765.92977893368,35234.08,0,0,"Abaira"
"6857",2900108,2010,"abaira","BA",62.844,"Nordeste",NA,8851,2886.22754491018,41401.58,0,0,"Abaira"
"6858",2900108,2014,"abaira","BA",67.35,"Nordeste",NA,8659,4867.55,50173.9,0,0,"Abaira"
"6859",2900108,2018,"abaira","BA",60.73,"Nordeste",NA,9212,6982.7,57960.57,0,0,"Abaira"
"6860",2900207,2006,"abare","BA",86.427,"Nordeste",NA,14776,1657.68814293449,52959.23,13.53546291,0,"Abare"
"6861",2900207,2010,"abare","BA",90.544,"Nordeste",NA,18362,2503.81222089097,74510.2,38.12220891,0,"Abare"
"6862",2900207,2014,"abare","BA",76.68,"Nordeste",NA,17685,4131.53,86979.36,67.85411366,0,"Abare"
"6863",2900207,2018,"abare","BA",78.21,"Nordeste",NA,19939,6256.8,112410.62,55.1682632,0,"Abare"
"6864",2900306,2006,"acajutiba","BA",76.66,"Nordeste",NA,15055,2464.56326801727,80223.7,33.21155762,0,"Acajutiba"
"6865",2900306,2010,"acajutiba","BA",69.565,"Nordeste",NA,15123,3355.2205250281,82234.3,39.67466772,0,"Acajutiba"
"6866",2900306,2014,"acajutiba","BA",70.12,"Nordeste",NA,14730,6592.32,115595.91,40.73319756,0,"Acajutiba"
"6867",2900306,2018,"acajutiba","BA",80.11,"Nordeste",NA,15764,7305.15,103764.07,76.12281147,0,"Acajutiba"
"6868",2900355,2006,"adustina","BA",77.192,"Nordeste",NA,14604,5130.37523966037,161995.49,13.69487812,0,"Adustina"
"6869",2900355,2010,"adustina","BA",72.519,"Nordeste",NA,15354,5949.9153315097,148056.1,6.512960792,0,"Adustina"
"6870",2900355,2014,"adustina","BA",83.26,"Nordeste",NA,15914,4404.61,83442.62,25.13510117,0,"Adustina"
"6871",2900355,2018,"adustina","BA",86.1,"Nordeste",NA,17254,5881.41,91437.59,23.18303002,0,"Adustina"
"6872",2900405,2006,"agua fria","BA",78.127,"Nordeste",NA,15012,1766.58673061551,57339.71,6.661337597,0,"agua Fria"
"6873",2900405,2010,"agua fria","BA",74.221,"Nordeste",NA,15284,3078.44805024863,76254.03,13.08557969,0,"agua Fria"
"6874",2900405,2014,"agua fria","BA",65.58,"Nordeste",NA,15884,4384.35,82902.16,12.59128683,0,"agua Fria"
"6875",2900405,2018,"agua fria","BA",83.96,"Nordeste",NA,17431,7955.78,124956.06,28.68452757,0,"agua Fria"
"6876",2900504,2006,"erico cardoso","BA",76.041,"Nordeste",NA,12814,1465.9747151553,40615.63,7.803964414,0,"erico Cardoso"
"6877",2900504,2010,"erico cardoso","BA",75.167,"Nordeste",NA,10809,2569.24784901471,45007.56,0,0,"erico Cardoso"
"6878",2900504,2014,"erico cardoso","BA",66.29,"Nordeste",NA,10746,3906.34,49971.53,0,0,"erico Cardoso"
"6879",2900504,2018,"erico cardoso","BA",78.08,"Nordeste",NA,11405,4985.01,51228.77,8.768084174,0,"erico Cardoso"
"6880",2900603,2006,"aiquara","BA",84.111,"Nordeste",NA,4650,2855.91397849462,28713.1,0,0,"Aiquara"
"6881",2900603,2010,"aiquara","BA",79.11,"Nordeste",NA,5361,4232.79238947957,36776.19,37.30647267,0,"Aiquara"
"6882",2900603,2014,"aiquara","BA",76.59,"Nordeste",NA,4536,8252.5,44561.06,0,0,"Aiquara"
"6883",2900603,2018,"aiquara","BA",81.52,"Nordeste",NA,4745,10498.68,44887.12,21.0748156,0,"Aiquara"
"6884",2900702,2006,"alagoinhas","BA",74.105,"Nordeste",NA,136868,6332.3786421954,1873918.79,18.9964053,0,"Alagoinhas"
"6885",2900702,2010,"alagoinhas","BA",66.634,"Nordeste",NA,137202,10733.5607352663,2386702.19,63.41015437,0,"Alagoinhas"
"6886",2900702,2014,"alagoinhas","BA",65.72,"Nordeste",NA,143460,16474.77,2813527.4,66.22054928,0,"Alagoinhas"
"6887",2900702,2018,"alagoinhas","BA",67.53,"Nordeste",NA,155362,20452.72,2863180.22,74.66433233,0,"Alagoinhas"
"6888",2900801,2006,"alcobaca","BA",83.776,"Nordeste",NA,23323,6556.06054109677,330604.94,8.575226172,0,"Alcobaca"
"6889",2900801,2010,"alcobaca","BA",77.501,"Nordeste",NA,20320,10336.8602362205,340413.14,19.68503937,0,"Alcobaca"
"6890",2900801,2014,"alcobaca","BA",78.1,"Nordeste",NA,21328,9070.39,230290.67,60.95273818,0,"Alcobaca"
"6891",2900801,2018,"alcobaca","BA",75.92,"Nordeste",NA,23331,11149.72,234395.89,34.2891432,0,"Alcobaca"
"6892",2900900,2006,"almadina","BA",70.258,"Nordeste",NA,6763,2646.4586721869,38697.82,14.78633742,0,"Almadina"
"6893",2900900,2010,"almadina","BA",66.205,"Nordeste",NA,6742,3813.70513200831,41670.61,44.49718185,0,"Almadina"
"6894",2900900,2014,"almadina","BA",67.78,"Nordeste",NA,6130,6291.67,45912.19,16.3132137,0,"Almadina"
"6895",2900900,2018,"almadina","BA",80.1,"Nordeste",NA,6062,9144.46,49949.26,49.48861762,0,"Almadina"
"6896",2901007,2006,"amargosa","BA",72.249,"Nordeste",NA,32689,2923.76640460094,206645.65,9.177399125,0,"Amargosa"
"6897",2901007,2010,"amargosa","BA",62.321,"Nordeste",NA,34918,3936.73749928404,222781.84,0,0,"Amargosa"
"6898",2901007,2014,"amargosa","BA",60.93,"Nordeste",NA,34845,6646.5,275698.12,22.95881762,0,"Amargosa"
"6899",2901007,2018,"amargosa","BA",66.78,"Nordeste",NA,38041,8892.67,304815.4,28.9161694,0,"Amargosa"
"6900",2901106,2006,"amelia rodrigues","BA",80.506,"Nordeste","RM Feira de Santana",24829,3093.80160296428,166086.24,0,1,"Amelia Rodrigues"
"6901",2901106,2010,"amelia rodrigues","BA",70.737,"Nordeste","RM Feira de Santana",24192,5452.95965608466,213795.24,41.33597884,1,"Amelia Rodrigues"
"6902",2901106,2014,"amelia rodrigues","BA",75.7,"Nordeste","RM Feira de Santana",25080,7881.89,235320.2,79.74481659,1,"Amelia Rodrigues"
"6903",2901106,2018,"amelia rodrigues","BA",80.36,"Nordeste","RM Feira de Santana",26424,10611.57,252656.74,37.84438389,1,"Amelia Rodrigues"
"6904",2901155,2006,"america dourada","BA",72.935,"Nordeste",NA,15956,1995.42491852595,68840.08,0,0,"America Dourada"
"6905",2901155,2010,"america dourada","BA",75.607,"Nordeste",NA,16723,3184.77545894875,86315.14,5.979788315,0,"America Dourada"
"6906",2901155,2014,"america dourada","BA",83.3,"Nordeste",NA,15962,4237.36,80516.56,0,0,"America Dourada"
"6907",2901155,2018,"america dourada","BA",87.81,"Nordeste",NA,16781,7196.18,108810.9,17.8773613,0,"America Dourada"
"6908",2901205,2006,"anage","BA",58.039,"Nordeste",NA,25681,1721.89556481445,95609.43,11.68178809,0,"Anage"
"6909",2901205,2010,"anage","BA",65.947,"Nordeste",NA,25823,2615.34291135809,109453.41,3.872516749,0,"Anage"
"6910",2901205,2014,"anage","BA",63.66,"Nordeste",NA,19889,4962.74,117499.39,10.05580974,0,"Anage"
"6911",2901205,2018,"anage","BA",79.33,"Nordeste",NA,19824,8089.98,144508.12,0,0,"Anage"
"6912",2901304,2006,"andarai","BA",86.047,"Nordeste",NA,13678,1892.74747770142,55975.41,7.311010382,0,"Andarai"
"6913",2901304,2010,"andarai","BA",86.399,"Nordeste",NA,14554,2827.47011130961,66692.1,13.74192662,0,"Andarai"
"6914",2901304,2014,"andarai","BA",87.45,"Nordeste",NA,13942,4692.18,77875.01,28.69028834,0,"Andarai"
"6915",2901304,2018,"andarai","BA",87.48,"Nordeste",NA,13732,6920.19,85625.76,29.12904165,0,"Andarai"
"6916",2901353,2006,"andorinha","BA",88.258,"Nordeste",NA,15058,10540.6428476557,343175.57,0,0,"Andorinha"
"6917",2901353,2010,"andorinha","BA",86.7,"Nordeste",NA,14359,8986.69823803886,209130.96,6.964273278,0,"Andorinha"
"6918",2901353,2014,"andorinha","BA",87.91,"Nordeste",NA,14209,9282.43,157009.49,7.037792948,0,"Andorinha"
"6919",2901353,2018,"andorinha","BA",92.08,"Nordeste",NA,15551,11074.3,155176.65,0,0,"Andorinha"
"6920",2901403,2006,"angical","BA",71.983,"Nordeste",NA,14008,2859.50885208452,86606.31,0,0,"Angical"
"6921",2901403,2010,"angical","BA",78.306,"Nordeste",NA,15157,3667.21646763871,90083.19,0,0,"Angical"
"6922",2901403,2014,"angical","BA",86.68,"Nordeste",NA,13992,5998.09,99906.15,0,0,"Angical"
"6923",2901403,2018,"angical","BA",82.27,"Nordeste",NA,14707,9772.37,129501.9,6.799483239,0,"Angical"
"6924",2901502,2006,"anguera","BA",87.248,"Nordeste","RM Feira de Santana",9334,1530.10499250054,30879.55,10.71352046,1,"Anguera"
"6925",2901502,2010,"anguera","BA",82.622,"Nordeste","RM Feira de Santana",9707,2337.28237354486,36769.71,0,1,"Anguera"
"6926",2901502,2014,"anguera","BA",82.78,"Nordeste","RM Feira de Santana",10427,4075.51,50586.97,9.590486238,1,"Anguera"
"6927",2901502,2018,"anguera","BA",86.17,"Nordeste","RM Feira de Santana",11402,5420.5,55689.91,17.54078232,1,"Anguera"
"6928",2901601,2006,"antas","BA",76.565,"Nordeste",NA,12497,2212.85108426022,59791.57,8.001920461,0,"Antas"
"6929",2901601,2010,"antas","BA",76.689,"Nordeste",NA,17268,2922.51563585823,81788.62,17.37317582,0,"Antas"
"6930",2901601,2014,"antas","BA",75.93,"Nordeste",NA,17526,3857.96,80490.37,11.41161703,0,"Antas"
"6931",2901601,2018,"antas","BA",79.82,"Nordeste",NA,19382,5809.23,101454.66,15.47827882,0,"Antas"
"6932",2901700,2006,"antonio cardoso","BA",82.561,"Nordeste","RM Feira de Santana",11770,2109.77060322855,53690.03,0,1,"Antonio Cardoso"
"6933",2901700,2010,"antonio cardoso","BA",80.852,"Nordeste","RM Feira de Santana",12509,4495.56319449996,91138.25,7.994244144,1,"Antonio Cardoso"
"6934",2901700,2014,"antonio cardoso","BA",86.19,"Nordeste","RM Feira de Santana",11545,6877.97,94526.63,8.661758337,1,"Antonio Cardoso"
"6935",2901700,2018,"antonio cardoso","BA",89.39,"Nordeste","RM Feira de Santana",12200,7450.62,81904.39,8.196721311,1,"Antonio Cardoso"
"6936",2901809,2006,"antonio goncalves","BA",72.515,"Nordeste",NA,7476,2406.76832530765,38903.22,0,0,"Antonio Goncalves"
"6937",2901809,2010,"antonio goncalves","BA",66.115,"Nordeste",NA,11107,2677.23057531287,48192.17,0,0,"Antonio Goncalves"
"6938",2901809,2014,"antonio goncalves","BA",74.48,"Nordeste",NA,11229,3889.86,51996.43,17.81102502,0,"Antonio Goncalves"
"6939",2901809,2018,"antonio goncalves","BA",77.26,"Nordeste",NA,11989,5299.76,57252.34,25.02293769,0,"Antonio Goncalves"
"6940",2901908,2006,"apora","BA",74.324,"Nordeste",NA,17296,1773.12673450509,66308.23,5.781683626,0,"Apora"
"6941",2901908,2010,"apora","BA",69.059,"Nordeste",NA,18570,2451.3731825525,73776.03,10.77005924,0,"Apora"
"6942",2901908,2014,"apora","BA",67.7,"Nordeste",NA,17877,4428.33,94239.74,39.15645802,0,"Apora"
"6943",2901908,2018,"apora","BA",80.45,"Nordeste",NA,19223,6150.25,106528.51,31.21260989,0,"Apora"
"6944",2901957,2006,"apuarema","BA",67.248,"Nordeste",NA,7015,2889.66500356379,43828.55,0,0,"Apuarema"
"6945",2901957,2010,"apuarema","BA",57.131,"Nordeste",NA,7601,3614.26128141034,44522.98,0,0,"Apuarema"
"6946",2901957,2014,"apuarema","BA",66.08,"Nordeste",NA,7397,6118.26,53874.92,27.03798837,0,"Apuarema"
"6947",2901957,2018,"apuarema","BA",76.62,"Nordeste",NA,7745,8768.8,61194.47,12.91155584,0,"Apuarema"
"6948",2902005,2006,"aracatu","BA",56.035,"Nordeste",NA,15505,1556.07868429539,52165.73,6.449532409,0,"Aracatu"
"6949",2902005,2010,"aracatu","BA",78.368,"Nordeste",NA,14437,2587.58744891598,60543.28,6.92664681,0,"Aracatu"
"6950",2902005,2014,"aracatu","BA",78.26,"Nordeste",NA,13542,4578.13,73802.58,7.384433614,0,"Aracatu"
"6951",2902005,2018,"aracatu","BA",80.76,"Nordeste",NA,14023,6371.64,80508.65,0,0,"Aracatu"
"6952",2902104,2006,"araci","BA",84.32,"Nordeste",NA,48735,1964.39930234944,206991.6,0,0,"Araci"
"6953",2902104,2010,"araci","BA",84.005,"Nordeste",NA,54092,2874.75042520151,252015.44,14.78961769,0,"Araci"
"6954",2902104,2014,"araci","BA",82.85,"Nordeste",NA,52325,4920.24,306475.28,9.55566173,0,"Araci"
"6955",2902104,2018,"araci","BA",87.3,"Nordeste",NA,55637,7043.77,353119.33,19.77101569,0,"Araci"
"6956",2902203,2006,"aramari","BA",78.484,"Nordeste",NA,10090,1788.99900891972,39028.62,19.82160555,0,"Aramari"
"6957",2902203,2010,"aramari","BA",79.05,"Nordeste",NA,9858,3568.37086630148,57010.23,0,0,"Aramari"
"6958",2902203,2014,"aramari","BA",79.36,"Nordeste",NA,10483,5165.58,64462.53,9.53925403,0,"Aramari"
"6959",2902203,2018,"aramari","BA",87.62,"Nordeste",NA,11385,7455.45,76481.83,52.70092227,0,"Aramari"
"6960",2902252,2006,"arataca","BA",71.623,"Nordeste",NA,9999,2179.71797179718,47123.64,30.0030003,0,"Arataca"
"6961",2902252,2010,"arataca","BA",67.78,"Nordeste",NA,10986,4548.60731840524,80986.38,27.30748225,0,"Arataca"
"6962",2902252,2014,"arataca","BA",68.61,"Nordeste",NA,10307,7011.04,86023.45,29.10643252,0,"Arataca"
"6963",2902252,2018,"arataca","BA",72.75,"Nordeste",NA,11697,8373.25,88251.45,136.7872104,0,"Arataca"
"6964",2902302,2006,"aratuipe","BA",83.81,"Nordeste",NA,8673,2946.38533379453,55251.09,0,0,"Aratuipe"
"6965",2902302,2010,"aratuipe","BA",69.703,"Nordeste",NA,8788,3535.38916704597,50352.52,22.75830678,0,"Aratuipe"
"6966",2902302,2014,"aratuipe","BA",76.06,"Nordeste",NA,8632,4976.24,51134.57,23.16960148,0,"Aratuipe"
"6967",2902302,2018,"aratuipe","BA",84.86,"Nordeste",NA,9150,7360.55,60685.37,32.78688525,0,"Aratuipe"
"6968",2902401,2006,"aurelino leal","BA",87.966,"Nordeste",NA,17873,2057.29312370615,79501.55,16.78509484,0,"Aurelino Leal"
"6969",2902401,2010,"aurelino leal","BA",79.95,"Nordeste",NA,14559,3546.94690569407,83691.28,13.73720723,0,"Aurelino Leal"
"6970",2902401,2014,"aurelino leal","BA",76.85,"Nordeste",NA,13059,5845.11,90866.09,22.97266253,0,"Aurelino Leal"
"6971",2902401,2018,"aurelino leal","BA",80.23,"Nordeste",NA,12891,8867.2,102997.27,54.30145062,0,"Aurelino Leal"
"6972",2902500,2006,"baianopolis","BA",83.129,"Nordeste",NA,11336,4893.43683839097,119937.72,0,0,"Baianópolis"
"6973",2902500,2010,"baianopolis","BA",81.23,"Nordeste",NA,14019,4537.199514944,103085.81,0,0,"Baianópolis"
"6974",2902500,2014,"baianopolis","BA",81.56,"Nordeste",NA,13420,6693.14,106926.07,0,0,"Baianópolis"
"6975",2902500,2018,"baianopolis","BA",78.22,"Nordeste",NA,14262,8980.47,115406.64,0,0,"Baianópolis"
"6976",2902609,2006,"baixa grande","BA",63.031,"Nordeste",NA,19829,1648.89807857179,70693.03,0,0,"Baixa Grande"
"6977",2902609,2010,"baixa grande","BA",57.813,"Nordeste",NA,21704,2744.51713969775,96538.31,0,0,"Baixa Grande"
"6978",2902609,2014,"baixa grande","BA",59.64,"Nordeste",NA,20031,5013.37,119545.73,4.992261994,0,"Baixa Grande"
"6979",2902609,2018,"baixa grande","BA",74.22,"Nordeste",NA,21393,6418,123715.3,14.02327864,0,"Baixa Grande"
"6980",2902658,2006,"banzae","BA",77.812,"Nordeste",NA,10985,1831.49749658625,43499.91,0,0,"Banzaê"
